word,freq,mean_tf,variance,cv,doc_freq
taylor,47797,995.7708333333334,2082958.8433159722,1.4493755909330126,48
downward,47778,995.375,1407555.9427083333,1.191917245838753,48
aggravate,47769,995.1875,2168790.1940104165,1.4798028452992382,48
vacuum,47635,992.3958333333334,1854429.1141493057,1.3722087563561827,48
appreciate,47621,992.1041666666666,1645793.509982639,1.2930949007607968,48
refinement,47607,991.8125,675290.1106770834,0.828544077662625,48
cis,47606,991.7916666666666,2288203.998263889,1.5252004163864639,48
reversal,47604,991.75,1238124.8125,1.1219667960269037,48
horizon,47541,990.4375,1163402.62109375,1.0890252357485444,48
endemic,47521,990.0208333333334,3131166.395399306,1.7873464414507663,48
porous,47488,989.3333333333334,5178460.013888889,2.3001580134844626,48
pci,47432,988.1666666666666,17267363.180555556,4.205162779923815,48
fashion,47411,987.7291666666666,1681497.7391493053,1.3128353602882985,48
penetrate,47387,987.2291666666666,1394776.3016493057,1.1962840221075526,48
ah,47386,987.2083333333334,1559400.4565972222,1.264940261345828,48
territory,47256,984.5,1443456.1666666667,1.2203547043133633,48
transcribe,47253,984.4375,1878380.2044270833,1.392206325059214,48
jp,47203,983.3958333333334,1625907.072482639,1.2966402425559311,48
tongue,47168,982.6666666666666,1259371.1805555557,1.1420119565474853,48
obstruction,47139,982.0625,2875727.43359375,1.7267709444952337,48
tablet,47138,982.0416666666666,2864549.8315972225,1.723448364072942,48
subtract,47104,981.3333333333334,1214442.4305555557,1.1229797247893163,48
jb,47071,980.6458333333334,1132143.0203993057,1.0850217883515976,48
fang,47052,980.25,1655506.6041666667,1.3125885389055783,48
convergent,47030,979.7916666666666,9008277.664930554,3.0632831405450673,48
irb,47023,979.6458333333334,1578489.1870659722,1.2824832744639536,48
confine,47020,979.5833333333334,958298.7430555554,0.9993303374835106,48
monkey,46992,979.0,2917239.4166666665,1.7446300341763916,48
irrelevant,46964,978.4166666666666,5307505.868055555,2.354623095403196,48
surge,46959,978.3125,2229356.5065104165,1.5262024958332394,48
estimated,46958,978.2916666666666,1006170.3315972224,1.0253388181448093,48
trail,46934,977.7916666666666,2080871.4982638888,1.4752862653482797,48
dynamically,46932,977.75,825421.0208333334,0.9292015760764482,48
mac,46914,977.375,5713777.734375,2.4456845782692818,48
recycle,46904,977.1666666666666,1472747.347222222,1.2419253180818006,48
situate,46859,976.2291666666666,1509330.3016493053,1.2584627545237743,48
manufacture,46857,976.1875,1518403.15234375,1.262293384392742,48
yr,46850,976.0416666666666,3856255.164930556,2.011937677262018,48
supervisor,46845,975.9375,15159124.975260416,3.989468687964592,48
invest,46838,975.7916666666666,3840175.7482638895,2.008253097188068,48
valley,46818,975.375,3415096.2760416665,1.8946537589985921,48
asset,46807,975.1458333333334,3446255.0412326395,1.903724669591,48
generator,46755,974.0625,4284124.016927083,2.124927872686161,48
impossible,46734,973.625,1436458.9010416667,1.2309910221187297,48
cca,46688,972.6666666666666,2440410.7638888895,1.6060809581545343,48
sam,46685,972.6041666666666,2120015.739149306,1.4970400421810524,48
qc,46684,972.5833333333334,1699657.9930555553,1.3404602732591633,48
navigate,46620,971.25,3298447.2291666665,1.869923064160308,48
retrospectively,46586,970.5416666666666,3425601.164930556,1.9070154599974871,48
nuanced,46554,969.875,2910840.734375,1.759111861566221,48
constantly,46534,969.4583333333334,1625896.8315972222,1.315277358838235,48
repeatedly,46534,969.4583333333334,1696592.0815972222,1.3435677466347895,48
entail,46524,969.25,3241163.2708333335,1.8574393621753842,48
pakistan,46492,968.5833333333334,2144921.2847222225,1.5120588265216122,48
analytic,46444,967.5833333333334,4302338.159722221,2.1436994289054865,48
quick,46432,967.3333333333334,999209.9722222224,1.0333613798025068,48
immersion,46416,967.0,2071649.9583333333,1.488441306035348,48
temporary,46404,966.75,1163528.0625,1.1157688956326717,48
saw,46403,966.7291666666666,2568589.3641493055,1.6578396347461837,48
shapiro,46321,965.0208333333334,1082690.728732639,1.0782402003515148,48
surpass,46253,963.6041666666666,839716.822482639,0.9509720605899293,48
exacerbation,46249,963.5208333333334,3951240.0412326385,2.0630302577958535,48
wilson,46201,962.5208333333334,2237059.707899305,1.5539199752451827,48
fidelity,46156,961.5833333333334,994409.7430555555,1.0370405971391765,48
confirmatory,46155,961.5625,11973560.454427084,3.5986046575916792,48
recommended,46146,961.375,1471551.6510416667,1.261812806276215,48
algorithms,46141,961.2708333333334,717567.8224826389,0.8812227744049024,48
aged,46115,960.7291666666666,2465405.6141493055,1.6343430280206526,48
demonstration,46091,960.2291666666666,1263731.9683159722,1.170718800018221,48
synchronization,46078,959.9583333333334,3354125.7482638895,1.907819516654186,48
generic,46016,958.6666666666666,1625429.3888888888,1.3298921635458048,48
surrogate,45925,956.7708333333334,1338731.384982639,1.2093132043604364,48
kc,45896,956.1666666666666,3286676.2638888895,1.8960285156188108,48
soon,45855,955.3125,1051996.08984375,1.0736472162234918,48
vice,45848,955.1666666666666,1713151.9305555553,1.3703098576055992,48
breath,45847,955.1458333333334,2228661.3328993055,1.5629761592664952,48
priming,45831,954.8125,7366964.444010417,2.842668328922356,48
annually,45805,954.2708333333334,1242357.1141493055,1.1680234862473087,48
blend,45770,953.5416666666666,1533702.5815972222,1.2987659653351842,48
dropout,45753,953.1875,2194426.9856770835,1.5541116972402254,48
elaborate,45683,951.7291666666666,2324602.5724826395,1.6019943429401717,48
shenzhen,45617,950.3541666666666,1275243.5203993057,1.1882589103821617,48
specialize,45594,949.875,1081284.359375,1.0947211355459148,48
catalog,45581,949.6041666666666,2072550.3224826392,1.5160374533283731,48
bg,45563,949.2291666666666,1619397.968315972,1.340620082552713,48
quarter,45515,948.2291666666666,1198809.259982639,1.154680242534412,48
yao,45505,948.0208333333334,1577133.8120659727,1.3246965034689524,48
augmentation,45472,947.3333333333334,1430967.5972222222,1.2627346009344966,48
reliably,45437,946.6041666666666,1496421.6974826388,1.2922858427237145,48
scaling,45426,946.375,1169892.734375,1.142904026363749,48
resist,45425,946.3541666666666,1602072.3537326388,1.3374802091112115,48
deepen,45398,945.7916666666666,1926098.7065972222,1.4673840247872756,48
him,45392,945.6666666666666,7212598.138888887,2.839930988634814,48
scc,45389,945.6041666666666,5046676.697482639,2.375709665650084,48
continuum,45382,945.4583333333334,2335740.0399305555,1.616478224782783,48
measured,45356,944.9166666666666,899433.326388889,1.003670081460261,48
hsd,45318,944.125,2100531.1510416665,1.5350943228412652,48
instructional,45295,943.6458333333334,14950431.22873264,4.097489347443075,48
ambiguous,45278,943.2916666666666,3992897.0815972225,2.11835167425563,48
hs,45261,942.9375,1421354.4752604167,1.264352853201013,48
flash,45254,942.7916666666666,1646519.5399305557,1.3610300353819458,48
ridge,45240,942.5,3977439.0,2.116023102797725,48
us,45235,942.3958333333334,1195502.2808159722,1.1602240062421176,48
asymmetric,45208,941.8333333333334,785897.2638888889,0.9412583274075332,48
shoulder,45176,941.1666666666666,1829302.6388888888,1.4370644404497088,48
belt,45141,940.4375,5434442.287760417,2.4788346155370795,48
polarity,45079,939.1458333333334,1328756.5412326388,1.2274100408481268,48
thirty,45073,939.0208333333334,1144246.7703993055,1.1391597193570435,48
appropriately,45049,938.5208333333334,1312592.5412326388,1.2207340217084404,48
leading,45019,937.8958333333334,1260043.0099826388,1.1968454642219355,48
facet,44997,937.4375,8156083.537760417,3.0464812546255993,48
sin,44983,937.1458333333334,2362375.624565972,1.6400885543744539,48
python,44980,937.0833333333334,659416.0347222221,0.8665657858368426,48
eating,44947,936.3958333333334,6199538.572482638,2.659011469684923,48
tooth,44943,936.3125,2302515.9231770835,1.6206174086168021,48
ups,44909,935.6041666666666,993773.4891493056,1.065495343827151,48
minimally,44893,935.2708333333334,1650608.5308159722,1.3736770789169679,48
pin,44892,935.25,5652665.9375,2.542136950369707,48
convey,44868,934.75,4695770.229166667,2.3182375987043993,48
los,44858,934.5416666666666,963866.373263889,1.0505331114323313,48
underline,44815,933.6458333333334,1306199.8953993055,1.2241162380419195,48
accommodate,44810,933.5416666666666,816930.9149305555,0.9681863581710586,48
controller,44810,933.5416666666666,4007001.4149305564,2.1442530740113592,48
keyword,44800,933.3333333333334,1234934.0555555555,1.1906527160789253,48
extracted,44767,932.6458333333334,1390046.8953993057,1.2641481450175602,48
extremity,44755,932.3958333333334,2216701.6974826385,1.596810217373264,48
redundancy,44753,932.3541666666666,2390753.312065972,1.6583892237438655,48
hydraulic,44714,931.5416666666666,5953780.956597223,2.619353667473984,48
rotate,44712,931.5,872606.4583333334,1.0028277710301896,48
better,44694,931.125,1206091.359375,1.1794570096115915,48
jh,44688,931.0,1200031.25,1.1766480972349513,48
segregation,44638,929.9583333333334,2157007.998263889,1.5792918248333119,48
bypass,44629,929.7708333333334,1895238.259982639,1.4806621993731246,48
flank,44625,929.6875,2702303.33984375,1.7681945891437754,48
familial,44591,928.9791666666666,1485314.1453993057,1.3119074065685856,48
continuity,44588,928.9166666666666,1916515.5347222222,1.490319612774177,48
southeast,44566,928.4583333333334,1926021.0399305557,1.4947483922506852,48
historically,44565,928.4375,811567.1627604166,0.9703078831480089,48
scr,44562,928.375,1501650.484375,1.3199606770610859,48
thomas,44548,928.0833333333334,1376423.201388889,1.2641220847080652,48
suppose,44545,928.0208333333334,1798297.937065972,1.4450174682570316,48
jackson,44515,927.3958333333334,1862418.489149306,1.4715448288123552,48
consolidation,44404,925.0833333333334,1297207.8263888888,1.2311867231288514,48
internalize,44402,925.0416666666666,4523405.123263889,2.2991719249500404,48
aspiration,44377,924.5208333333334,2060490.4162326392,1.5526322307832006,48
jointly,44262,922.125,1339834.5260416667,1.255266058515293,48
command,44241,921.6875,1375500.58984375,1.2724674824800482,48
rear,44189,920.6041666666666,1816580.8224826388,1.4640450020635476,48
un,44167,920.1458333333334,988443.1245659721,1.0804860859236036,48
kang,44159,919.9791666666666,1604268.187065972,1.3767671436126094,48
covariate,44144,919.6666666666666,1825025.9305555557,1.4689400571646207,48
cui,44123,919.2291666666666,1608057.3849826388,1.3795167423131784,48
davis,44066,918.0416666666666,1968690.4149305553,1.5283623148985868,48
tx,44043,917.5625,1217054.99609375,1.2023182677887145,48
gf,44032,917.3333333333334,1584025.7638888888,1.3719994765326846,48
affiliation,44005,916.7708333333334,2669913.176649305,1.7823286220460126,48
navigation,43998,916.625,1471865.6927083333,1.3235562198632689,48
chongqing,43942,915.4583333333334,1292790.7065972222,1.242011246297971,48
vegetative,43941,915.4375,16580273.204427084,4.448024209268916,48
bai,43888,914.3333333333334,1467711.3055555553,1.3249996601776581,48
anatomy,43860,913.75,1293055.8541666667,1.2444608899536773,48
jun,43855,913.6458333333334,2525075.645399306,1.7392392133948933,48
sophisticated,43843,913.3958333333334,828072.1141493056,0.9962654139269913,48
cw,43824,913.0,1262139.0416666667,1.2305034138877187,48
ownership,43790,912.2916666666666,3746336.914930556,2.121630294611952,48
interpretability,43782,912.125,923283.484375,1.0534481729205094,48
profession,43764,911.75,5555232.895833333,2.5850881891944377,48
overfitting,43743,911.3125,921257.6731770834,1.053230026165325,48
slip,43723,910.8958333333334,9783067.676649304,3.4337511148054776,48
norway,43715,910.7291666666666,1357178.4058159722,1.2791728265258058,48
plain,43660,909.5833333333334,1572300.7847222222,1.378558884708547,48
fossil,43636,909.0833333333334,3777655.9513888895,2.1379990376193354,48
war,43635,909.0625,2981557.55859375,1.8994499563712215,48
exam,43588,908.0833333333334,3773845.9930555555,2.139273846049624,48
comfort,43548,907.25,3228801.8541666665,1.9805860695023825,48
iterative,43542,907.125,791051.4010416666,0.9804720456017346,48
heating,43536,907.0,2024550.4583333333,1.568761836237582,48
dip,43536,907.0,3171308.4166666665,1.9634143148579886,48
shrinkage,43509,906.4375,1733680.2877604167,1.4526020117418708,48
aesthetic,43507,906.3958333333334,7841678.030815974,3.089488642097615,48
willing,43481,905.8541666666666,5488594.874565973,2.5862607065591137,48
backward,43475,905.7291666666666,1567602.2391493053,1.3823549890529283,48
taxonomy,43475,905.7291666666666,4463416.614149305,2.33257361906097,48
collision,43463,905.4791666666666,1313588.416232639,1.2657594909734422,48
assemblage,43445,905.1041666666666,7012016.426649306,2.9256535612514187,48
sibling,43426,904.7083333333334,4105360.9982638885,2.239582603792042,48
fi,43390,903.9583333333334,1123302.3732638888,1.1724651033680142,48
github,43277,901.6041666666666,1787004.3641493057,1.4826781807197738,48
rms,43273,901.5208333333334,1383271.9995659722,1.3046019569771814,48
posse,43260,901.25,1633372.6041666667,1.418068976085217,48
shortage,43221,900.4375,2185806.5377604165,1.6419211107993594,48
membership,43212,900.25,3516708.5208333335,2.083075719666171,48
england,43212,900.25,1115727.5625,1.1733185878854675,48
khan,43183,899.6458333333334,1727930.1453993057,1.4611389492860807,48
zeng,43179,899.5625,1518574.74609375,1.369893307299993,48
settlement,43167,899.3125,4351857.923177083,2.319672768812719,48
omit,43158,899.125,1047404.859375,1.1382488466349663,48
topological,43155,899.0625,1363716.1419270833,1.2988892037716946,48
lai,43155,899.0625,2868706.2252604165,1.8838796479953357,48
sy,43142,898.7916666666666,1398840.7899305553,1.3159067260849409,48
policymakers,43130,898.5416666666666,3799984.9982638895,2.1694653608278656,48
teeth,43121,898.3541666666666,2072932.4370659722,1.602673246341486,48
ash,43076,897.4166666666666,2414433.8680555555,1.7314642393704236,48
invariance,43069,897.2708333333334,17027681.239149306,4.59890252781867,48
med,43050,896.875,2153823.609375,1.636338498293214,48
fluctuate,43014,896.125,921704.4010416666,1.0713397952324444,48
contaminant,43009,896.0208333333334,3064574.4787326385,1.953740965328389,48
nash,43002,895.875,3251066.234375,2.0126371800642957,48
outdoor,42988,895.5833333333334,4060790.659722222,2.250086934763825,48
continued,42946,894.7083333333334,840116.8315972221,1.0244443239082621,48
advantageous,42924,894.25,973468.6458333334,1.1033213831317252,48
convenient,42923,894.2291666666666,863025.5933159724,1.0388743093073523,48
bh,42901,893.7708333333334,1013344.1349826389,1.1262953757128922,48
educate,42899,893.7291666666666,3350737.4474826385,2.0481618305177465,48
periphery,42864,893.0,2255592.375,1.6818174335012306,48
bee,42859,892.8958333333334,4777067.551649306,2.4478223451135794,48
pea,42854,892.7916666666666,7129552.998263888,2.9907562774282197,48
fg,42837,892.4375,1083737.8294270833,1.1664988251125001,48
tv,42817,892.0208333333334,1195527.8953993057,1.2257583474183857,48
edition,42782,891.2916666666666,2150637.9149305555,1.64537086540818,48
apparently,42769,891.0208333333334,1089470.6453993055,1.1714396186717182,48
targeting,42757,890.7708333333334,3366144.384982638,2.059682987147552,48
symmetry,42754,890.7083333333334,1714344.664930556,1.4699872049830482,48
fractional,42741,890.4375,1221220.6627604167,1.2410624346337278,48
exactly,42702,889.625,1757225.609375,1.490070384636705,48
src,42686,889.2916666666666,2786890.1232638885,1.8772222822001463,48
extinction,42648,888.5,1542783.1666666667,1.3979608646185102,48
empirically,42596,887.4166666666666,4735437.784722223,2.4521807937288362,48
alcoholic,42590,887.2916666666666,2372860.539930556,1.7360798818610153,48
unified,42567,886.8125,908358.2356770834,1.0747235685341494,48
fight,42560,886.6666666666666,1741205.597222222,1.4882114629457401,48
straight,42558,886.625,679389.7760416666,0.9296501220407779,48
hypothetical,42557,886.6041666666666,2426903.5308159715,1.7571000406134996,48
distortion,42522,885.875,1248162.4010416667,1.261139424030434,48
xi,42510,885.625,885234.9427083334,1.062378826778443,48
pcc,42480,885.0,1671856.8333333333,1.4610203718956736,48
intensify,42478,884.9583333333334,1230984.6649305555,1.2537284991568478,48
stance,42460,884.5833333333334,3351485.8263888885,2.0695691458654104,48
ultimate,42449,884.3541666666666,856726.5203993056,1.0466340972998018,48
fed,42444,884.25,1942252.5208333333,1.5760782595331393,48
rigid,42440,884.1666666666666,782731.0555555556,1.000626832795352,48
simpson,42437,884.1041666666666,4920713.009982639,2.5090573079022787,48
yc,42402,883.375,1361179.1510416667,1.3207254294863426,48
happy,42400,883.3333333333334,12973368.88888889,4.0775731828610695,48
lda,42390,883.125,3254484.4427083335,2.0427674107388905,48
quadrant,42381,882.9375,915726.05859375,1.0838091769061842,48
someone,42349,882.2708333333334,7549825.114149306,3.1143435837071642,48
drain,42343,882.1458333333334,2711321.5828993055,1.8665951301802834,48
io,42342,882.125,1399032.8177083333,1.3408611896187836,48
archive,42340,882.0833333333334,1742301.9097222222,1.4964151279003988,48
gratitude,42327,881.8125,4975076.194010417,2.5294355461132243,48
fulfil,42325,881.7708333333334,1557004.3016493053,1.4151066661651919,48
inappropriate,42321,881.6875,1426075.83984375,1.3544301958857081,48
comparatively,42302,881.2916666666666,877286.623263889,1.0627988850750123,48
emit,42293,881.1041666666666,1019158.3849826389,1.1457598142464356,48
jz,42288,881.0,1175693.8333333333,1.230753874748733,48
justify,42256,880.3333333333334,1634657.3472222222,1.4523330447496867,48
hardware,42250,880.2083333333334,2359190.039930555,1.745002233262136,48
openness,42199,879.1458333333334,9266613.332899306,3.4625782658509343,48
freely,42176,878.6666666666666,1220704.8472222222,1.257422372904985,48
facilitator,42144,878.0,4180899.875,2.32884383805002,48
violation,42137,877.8541666666666,6845688.541232638,2.980479871833925,48
poland,42137,877.8541666666666,1352952.7912326388,1.3250093614564469,48
choi,42127,877.6458333333334,1566510.7703993057,1.426091519404172,48
tom,42124,877.5833333333334,6026216.826388888,2.7972675685177544,48
opt,42111,877.3125,897322.2565104166,1.0797417704682446,48
garcía,42095,876.9791666666666,1781341.437065972,1.5218936632220708,48
symbiotic,42083,876.7291666666666,7667843.155815974,3.158429269925966,48
disagreement,42079,876.6458333333334,1551918.6453993053,1.4210530874161615,48
mono,42045,875.9375,1841548.3502604167,1.549239079371654,48
budget,42032,875.6666666666666,2122753.638888889,1.6638377706215126,48
iq,42031,875.6458333333334,3358657.9787326385,2.0929285623776113,48
irreversible,42018,875.375,1037622.9427083334,1.1636587608594755,48
ancient,42000,875.0,1993961.1666666667,1.6138021694671472,48
ineffective,41997,874.9375,1097733.7252604167,1.197488834379636,48
vc,41950,873.9583333333334,1174200.7899305555,1.239882288755801,48
pu,41949,873.9375,1065949.7669270833,1.1813755938605817,48
clip,41937,873.6875,2065815.2981770833,1.6450898483062217,48
gps,41933,873.6041666666666,1149327.1974826388,1.2271768252671176,48
incremental,41929,873.5208333333334,1800859.707899306,1.536266899724738,48
aging,41910,873.125,1682225.5677083333,1.4854761768576856,48
iran,41831,871.4791666666666,1618202.8328993053,1.459686088858222,48
superficial,41807,870.9791666666666,1028141.5203993056,1.1641761074679902,48
hygiene,41719,869.1458333333334,4239541.041232639,2.369009320615577,48
gulf,41716,869.0833333333334,14407237.951388888,4.367460070448854,48
assistant,41675,868.2291666666666,2986725.5099826395,1.9905050536404472,48
phrase,41650,867.7083333333334,10182710.789930558,3.6775444964113086,48
deleterious,41641,867.5208333333334,1250432.5412326388,1.288991995779502,48
wherein,41641,867.5208333333334,936804.791232639,1.1156928208732417,48
dramatic,41623,867.1458333333334,905113.6245659721,1.0971333319293726,48
coherent,41614,866.9583333333334,2152235.4982638885,1.6921804358828212,48
grasp,41576,866.1666666666666,3420803.7638888895,2.1353182616793105,48
adjusted,41553,865.6875,1220586.1731770833,1.2762127418761684,48
versa,41541,865.4375,1392109.9544270833,1.3633302149867552,48
salient,41524,865.0833333333334,7696489.951388889,3.206922083980792,48
sac,41520,865.0,1200287.75,1.2665623658297034,48
canadian,41517,864.9375,1068495.43359375,1.19509274117467,48
destroy,41508,864.75,1219527.8125,1.277042303318278,48
york,41499,864.5625,810803.74609375,1.0415052872326198,48
municipal,41475,864.0625,1138482.30859375,1.2348607472012654,48
structurally,41435,863.2291666666666,1167646.384982639,1.251784482896478,48
moderator,41424,863.0,10460762.541666666,3.747752272429118,48
marketing,41402,862.5416666666666,3828545.164930556,2.268489658405583,48
mobilization,41397,862.4375,1298483.5794270833,1.3212670328558989,48
david,41372,861.9166666666666,992928.7430555556,1.156095638398629,48
var,41371,861.8958333333334,3859413.218315972,2.2793229260184926,48
added,41267,859.7291666666666,802889.572482639,1.0422364273233164,48
crt,41246,859.2916666666666,3737677.7482638895,2.249885037240033,48
prevents,41244,859.25,1649013.1875,1.4944883144285581,48
lewis,41220,858.75,1767725.4375,1.548248456274189,48
inherently,41209,858.5208333333334,972239.8745659724,1.1485128959379092,48
sharma,41196,858.25,1901461.5625,1.6066821296041267,48
quasi,41194,858.2083333333334,1285885.248263889,1.3213211290033215,48
mixing,41185,858.0208333333334,4095051.3953993055,2.358478086736238,48
sequentially,41177,857.8541666666666,926351.041232639,1.1219521418580831,48
dimensionality,41165,857.6041666666666,1139693.2808159722,1.2448215885797378,48
float,41129,856.8541666666666,5004561.707899306,2.610815073176941,48
remains,41099,856.2291666666666,889067.593315972,1.1012283228147328,48
autumn,41086,855.9583333333334,4150714.9565972215,2.3801746779547495,48
cz,41059,855.3958333333334,1066449.947482639,1.2072663843952436,48
cook,41052,855.25,1781874.3958333333,1.5607935470556653,48
noticeable,41045,855.1041666666666,597885.8849826389,0.9042533527326011,48
breathe,41016,854.5,2159653.25,1.7198079276647826,48
gg,40983,853.8125,1228357.8606770833,1.2980754788602866,48
professor,40971,853.5625,2005568.74609375,1.6591415893247523,48
pertain,40953,853.1875,1777777.1940104167,1.5627668178689385,48
jw,40926,852.625,992528.4427083334,1.1684588384605274,48
gauge,40924,852.5833333333334,917067.1180555556,1.1232171406574014,48
nj,40886,851.7916666666666,1948918.0399305553,1.6389413061973372,48
extrinsic,40855,851.1458333333334,2817213.624565972,1.9719954682183243,48
john,40851,851.0625,1643618.8919270833,1.5063958390808554,48
compile,40844,850.9166666666666,797276.9930555556,1.0493432803759368,48
familiarity,40831,850.6458333333334,7418036.353732642,3.201811053656729,48
ann,40822,850.4583333333334,762345.2899305555,1.026650964997227,48
clamp,40810,850.2083333333334,2192186.2065972225,1.7414594366494394,48
neuro,40801,850.0208333333334,1746405.312065972,1.554686945249647,48
accident,40781,849.6041666666666,2580184.7808159725,1.8906396910089949,48
injured,40766,849.2916666666666,1672550.2899305553,1.5227644512019483,48
vd,40749,848.9375,1579862.6419270833,1.4805870511108055,48
ji,40722,848.375,1122893.484375,1.2490545873083942,48
coarse,40716,848.25,1958135.4791666667,1.6496716077354316,48
raman,40713,848.1875,2091891.8190104167,1.7052094976278676,48
brazilian,40682,847.5416666666666,957485.123263889,1.1545293008435806,48
cessation,40674,847.375,1676903.109375,1.5281934646731923,48
mar,40672,847.3333333333334,1511745.9305555557,1.4510591383704674,48
finish,40648,846.8333333333334,1827329.347222222,1.5962851373069478,48
hy,40611,846.0625,1940107.7669270833,1.6463056963917426,48
ul,40565,845.1041666666666,2451259.0516493055,1.8526115284270788,48
credibility,40563,845.0625,2373620.55859375,1.8231265567299377,48
indispensable,40542,844.625,1194141.359375,1.293790441675827,48
certainly,40539,844.5625,1106741.87109375,1.2456366455002328,48
identifier,40530,844.375,1038753.9010416666,1.207038068777116,48
xz,40525,844.2708333333334,950255.7391493054,1.1546183743191598,48
contains,40494,843.625,1092178.4010416667,1.2387890295453068,48
signify,40492,843.5833333333334,714084.9097222221,1.0017213657566524,48
campus,40448,842.6666666666666,3839219.8472222234,2.325228707386918,48
exit,40425,842.1875,627288.8606770834,0.9404267989211291,48
chatgpt,40408,841.8333333333334,2813731.055555556,1.9925772791424692,48
yy,40341,840.4375,1128145.7044270833,1.2637965772595887,48
sar,40338,840.375,1924230.6510416667,1.6506516861214036,48
arrive,40337,840.3541666666666,936701.0620659724,1.1516967693279205,48
filtering,40307,839.7291666666666,970283.5308159721,1.173032627336412,48
undergone,40302,839.625,1033112.609375,1.2105659935221895,48
fb,40299,839.5625,1220787.24609375,1.3160335458164043,48
qin,40271,838.9791666666666,1403915.5203993053,1.4122751288354254,48
bodily,40268,838.9166666666666,7481901.784722221,3.2605223301717086,48
cubic,40261,838.7708333333334,1217193.3433159722,1.315335265047643,48
sensing,40247,838.4791666666666,1200353.8328993057,1.306659304781844,48
attainment,40234,838.2083333333334,3523457.581597222,2.239404515211911,48
southwest,40233,838.1875,1849346.15234375,1.6224373072295113,48
eg,40204,837.5833333333334,855369.9930555555,1.1042031417408529,48
differentiated,40138,836.2083333333334,1518295.8732638888,1.473546056653889,48
button,40090,835.2083333333334,5240837.373263889,2.740977830181729,48
concordance,40081,835.0208333333334,1395580.5620659722,1.4147514408002488,48
terminate,39981,832.9375,719808.18359375,1.0185819476172753,48
ff,39966,832.625,647655.5260416666,0.9665461406387205,48
checklist,39955,832.3958333333334,2300374.6974826395,1.822088190671905,48
fellowship,39903,831.3125,1063291.9231770833,1.240400540131452,48
modal,39816,829.5,1650319.125,1.5487009898717168,48
offline,39787,828.8958333333334,3121785.2599826385,2.1315796052564124,48
berry,39749,828.1041666666666,10391833.968315972,3.8927913793746014,48
competent,39727,827.6458333333334,1910162.9787326392,1.669900823303228,48
remember,39718,827.4583333333334,6222402.581597224,3.0146223796447744,48
multifactorial,39703,827.1458333333334,1036221.1662326389,1.2306771671694632,48
empower,39682,826.7083333333334,3348369.706597222,2.2134228379891496,48
successive,39666,826.375,855463.9427083334,1.119241189420434,48
suboptimal,39613,825.2708333333334,991802.9058159721,1.2067468993664876,48
lock,39605,825.1041666666666,1299691.4266493057,1.3816923302036026,48
pack,39572,824.4166666666666,641507.576388889,0.9715253383395479,48
uncontrolled,39530,823.5416666666666,1416074.2899305553,1.4449653800970783,48
termination,39516,823.25,709128.4791666666,1.0228942193135582,48
sharing,39504,823.0,2854298.4583333335,2.052815207084118,48
val,39479,822.4791666666666,998114.4578993056,1.2146894713096759,48
broaden,39478,822.4583333333334,1426950.7899305557,1.4524145561536181,48
launch,39473,822.3541666666666,1209689.8120659722,1.3374517221763849,48
resulting,39469,822.2708333333334,645507.2808159721,0.9770925160054249,48
xy,39436,821.5833333333334,890488.0763888889,1.1485831314158612,48
handling,39432,821.5,531592.0416666666,0.8875271914154201,48
money,39420,821.25,5280584.9375,2.7981154773532464,48
orbital,39414,821.125,933570.359375,1.1766959329248574,48
twelve,39378,820.375,783898.6927083334,1.0792388060793048,48
breakthrough,39373,820.2708333333334,1638003.1558159722,1.5602712193870376,48
disturb,39368,820.1666666666666,701066.763888889,1.0208867675606244,48
residential,39351,819.8125,3563248.0690104165,2.302546944255722,48
ij,39340,819.5833333333334,886725.2013888889,1.148950735791749,48
uniformly,39325,819.2708333333334,553299.9058159721,0.9079309153545746,48
roll,39296,818.6666666666666,687541.5555555556,1.012843553932883,48
garcia,39295,818.6458333333334,1284669.2703993053,1.384521206563164,48
insufficiency,39285,818.4375,1894624.4544270833,1.6818065872352352,48
aerosol,39256,817.8333333333334,2324138.3888888885,1.8640870290649465,48
disperse,39239,817.4791666666666,1047250.916232639,1.2518395864175569,48
compact,39213,816.9375,611161.6419270834,0.9569499244691152,48
belonging,39194,816.5416666666666,2988796.8315972225,2.117238809752287,48
curvature,39130,815.2083333333334,802472.7899305554,1.098870582427716,48
wl,39102,814.625,1353850.5260416667,1.428326931511879,48
northeast,39099,814.5625,2468390.2877604165,1.9287791463516921,48
sad,39090,814.375,5432152.942708333,2.8619468326500583,48
mindset,39037,813.2708333333334,12412933.36414931,4.332135327657221,48
indicates,39015,812.8125,791023.02734375,1.094218843069196,48
atomic,39001,812.5208333333334,1659981.8328993057,1.5856858920961154,48
conditioning,38952,811.5,1277764.125,1.3929541485249033,48
reported,38947,811.3958333333334,829862.822482639,1.1227172132714507,48
tackle,38892,810.25,752515.0208333334,1.07062787592233,48
wilk,38826,808.875,712891.0677083334,1.0438309597249655,48
reasoning,38819,808.7291666666666,5346878.405815973,2.859216542032541,48
skew,38812,808.5833333333334,1536668.9513888888,1.533081958558162,48
sentiment,38801,808.3541666666666,2776441.1870659725,2.061306429677626,48
symbolic,38793,808.1875,7882623.360677083,3.4739475646597664,48
swedish,38754,807.375,1320034.4427083333,1.4230407412598323,48
focused,38742,807.125,1913079.9010416667,1.7136643225858237,48
